,A,B,C,D1,D2,D3,D4,D5,E1,E2,E3,E4,F11,F12,F13,F14,F21,F22,F23,F24,F25,F26,F31,F32,F33,F34,F35,G,H
161,2.2,2.56,E,305,1467,,10.8,14.44,A,0.5,1.55,2.32,20,6,8,98,1.41,1.41,2.09,10993,40.88,109,1.5,0,1.08,0,85,1,E
162,1.2,2.08,E,305,1467,,11.2,14.92,A,0.5,1.74,2.23,20,6,8,98,1.4,1.4,2.14,10993,40.88,109,1.5,0,1.08,0,85,1,E
163,1.2,2.05,E,305,1467,,15.5,15.13,A,0.5,1.84,2.18,20,6,8,98,1.38,1.38,2.32,10993,40.88,109,1.5,0,1.08,0,85,1,E
164,0.7,1.96,E,305,1467,,14.7,15.38,A,0.5,1.93,2.14,20,6,8,98,1.35,1.35,2.6,10993,40.88,109,1.5,0,1.08,0,85,1,E
165,1.2,2.08,E,305,1467,,25.6,15.73,A,0.5,2.03,2.09,20,6,8,98,1.33,1.33,2.89,10993,40.88,109,1.5,0,1.08,0,85,1,E
166,-1.2,-0.58,A,231,1393,,1.5,10.16,A,0.5,0.5,2.5,20,6,8,24,1.89,0.25,9.2,10993,0,35,296,0,0.97,0,11,1,A
167,0.5,-1.05,A,231,1393,,-4.9,10.22,A,0.5,0.5,2.54,20,6,8,24,1.88,0.25,9.2,10993,0,35,296,0,0.97,0,11,1,A
168,1.8,-1.14,B,231,1393,,20.8,10.3,A,0.5,0.51,2.58,20,6,8,24,1.87,0.24,9.2,10993,0,35,296,0,0.97,0,11,1,A
169,2.8,-1.15,B,231,1393,,27.2,10.38,A,0.5,0.51,2.62,20,6,8,24,1.86,0.24,9.2,10993,0,35,296,0,0.97,0,11,1,A
170,4.07,-0.95,E,231,1393,,24.73,10.47,A,0.5,0.52,2.66,20,6,8,24,1.84,0.24,9.2,10993,0,35,296,0,0.97,0,11,1,A
171,3.9,-0.89,E,231,1393,,23.4,10.54,A,0.5,0.52,2.7,20,6,8,24,1.83,0.24,9.2,10993,0,35,296,0,0.97,0,11,1,A
172,2.8,-1.17,E,231,1393,,23.8,10.62,A,0.5,0.53,2.74,20,6,8,24,1.81,0.24,9.2,10993,0,35,296,0,0.97,0,11,1,A
173,5.6,-1.27,E,231,1393,,22.5,10.69,A,0.5,0.53,2.78,20,6,8,24,1.8,0.23,9.2,10993,0,35,296,0,0.97,0,11,1,A
174,5.2,-1.46,E,231,1393,,31.2,10.77,A,0.5,0.54,2.81,20,6,8,24,1.79,0.23,9.2,10993,0,35,296,0,0.97,0,11,1,A
175,6.7,-1.44,E,231,1393,,26.2,10.91,A,0.5,0.54,2.85,20,6,8,24,1.77,0.23,9.2,10993,0,35,296,0,0.97,0,11,1,A
176,7.7,-2.07,E,231,1393,,24.3,11.04,A,0.5,0.55,2.89,20,6,8,24,1.75,0.23,9.2,10993,0,35,296,0,0.97,0,11,1,A
177,8.62,-2.03,E,231,1393,,15.28,11.14,A,0.5,0.55,2.93,20,6,8,24,1.72,0.22,9.2,10993,0,35,296,0,0.97,0,11,1,A
178,8.2,-1.88,E,231,1393,,24.8,11.28,A,0.5,0.55,2.97,20,6,8,24,1.7,0.22,9.2,10993,0,35,296,0,0.97,0,11,1,A
179,8.1,-1.97,E,231,1393,,23.6,11.42,A,0.5,0.56,3.01,20,6,8,24,1.67,0.22,9.2,10993,0,35,296,0,0.97,0,11,1,A
180,9.8,-2.23,E,231,1393,,26,11.59,A,0.5,0.56,3.05,20,6,8,24,1.65,0.21,9.2,10993,0,35,296,0,0.97,0,11,1,A
181,11.58,-2.18,E,231,1393,,20.02,11.76,A,0.5,0.57,3.09,20,6,8,24,1.62,0.21,9.2,10993,0,35,296,0,0.97,0,11,1,A
182,11.3,-2.74,E,231,1393,,24.7,11.94,A,0.5,0.57,3.04,20,6,8,24,1.6,0.21,9.2,10993,0,35,296,0,0.97,0,11,1,A
183,13.5,-3.12,E,231,1393,,15.6,12.11,A,0.5,0.58,3,20,6,8,24,1.58,0.21,9.2,10993,0,35,296,0,0.97,0,11,1,A
184,10.4,-3.11,E,231,1393,,25.9,12.27,A,0.5,0.58,2.95,20,6,8,24,1.56,0.2,9.2,10993,0,35,296,0,0.97,0,11,1,A
185,12.2,-3,E,231,1393,,24.4,12.47,A,0.5,0.59,2.91,20,6,8,24,1.54,0.2,9.2,10993,0,35,296,0,0.97,0,11,1,A
186,11.3,-3.05,E,231,1393,,28.3,12.64,A,0.5,0.59,2.86,20,6,8,24,1.52,0.2,9.2,10993,0,35,296,0,0.97,0,11,1,A
187,8.6,-2.86,E,231,1393,,23.4,12.8,A,0.5,0.6,2.82,20,6,8,24,1.51,0.2,9.2,10993,0,35,296,0,0.97,0,11,1,A
188,9.1,-3.3,E,231,1393,,28.7,12.99,A,0.5,0.6,2.77,20,6,8,24,1.49,0.19,9.2,10993,0,35,296,0,0.97,0,11,1,A
189,6.6,-3.8,E,231,1393,,28,13.15,A,0.5,0.7,2.73,20,6,8,24,1.48,0.19,9.2,10993,0,35,296,0,0.97,0,11,1,A
190,4.5,-3.52,E,231,1393,,26.1,13.31,A,0.5,0.79,2.68,20,6,8,24,1.47,0.19,9.2,10993,0,35,296,0,0.97,0,11,1,A
191,4.3,-3.55,E,231,1393,,32.7,13.44,A,0.5,0.89,2.64,20,6,8,24,1.45,0.19,9.2,10993,0,35,296,0,0.97,0,11,1,A
192,3.1,-3.63,E,231,1393,,27.5,13.57,A,0.5,0.98,2.59,20,6,8,24,1.44,0.19,9.2,10993,0,35,296,0,0.97,0,11,1,A
193,2.5,-3.67,E,231,1393,,18.1,13.71,A,0.5,1.08,2.54,20,6,8,24,1.42,0.18,9.2,10993,0,35,296,0,0.97,0,11,1,A
194,4.2,-3.43,E,231,1393,,22.2,13.84,A,0.5,1.17,2.5,20,6,8,24,1.41,0.18,9.2,10993,0,35,296,0,0.97,0,11,1,A
195,3.3,-3.16,E,231,1393,,23.7,14.02,A,0.5,1.27,2.45,20,6,8,24,1.4,0.18,9.51,10993,0,35,296,0,0.97,0,11,1,A
196,3.7,-2.5,E,231,1393,,15.1,14.21,A,0.5,1.36,2.41,20,6,8,24,1.38,0.18,10.61,10993,0,35,296,0,0.97,0,11,1,A
197,2.8,-2.3,E,231,1393,,16.4,14.38,A,0.5,1.46,2.36,20,6,8,24,1.35,0.18,11.98,10993,0,35,296,0,0.97,0,11,1,A
198,3.1,-2.44,E,231,1393,,16.1,14.55,A,0.5,1.55,2.32,20,6,8,24,1.33,0.17,13.65,10993,0,35,296,0,0.97,0,11,1,A
199,1.1,-0.25,A,249,1411,,1.5,10.16,A,0.5,0.5,2.5,20,6,8,42,1.89,0.66,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
200,1.8,-0.91,A,249,1411,,-4.9,10.22,A,0.5,0.5,2.54,20,6,8,42,1.88,0.66,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
201,3,-0.81,B,249,1411,,20.8,10.3,A,0.5,0.51,2.58,20,6,8,42,1.87,0.65,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
202,6.27,-0.84,B,249,1411,,27.2,10.38,A,0.5,0.51,2.62,20,6,8,42,1.86,0.65,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
203,5.2,-0.68,E,249,1411,,24.73,10.47,A,0.5,0.52,2.66,20,6,8,42,1.84,0.64,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
204,5.2,-0.61,E,249,1411,,23.4,10.54,A,0.5,0.52,2.7,20,6,8,42,1.83,0.64,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
205,7.9,-0.81,E,249,1411,,23.8,10.62,A,0.5,0.53,2.74,20,6,8,42,1.81,0.63,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
206,7.4,-0.7,E,249,1411,,22.5,10.69,A,0.5,0.53,2.78,20,6,8,42,1.8,0.63,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
207,9.4,-1.07,E,249,1411,,31.2,10.77,A,0.5,0.54,2.81,20,6,8,42,1.79,0.62,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
208,10.6,-0.77,E,249,1411,,26.2,10.91,A,0.5,0.54,2.85,20,6,8,42,1.77,0.62,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
209,12.22,-0.86,E,249,1411,,24.3,11.04,A,0.5,0.55,2.89,20,6,8,42,1.75,0.61,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
210,12,-0.76,E,249,1411,,15.28,11.14,A,0.5,0.55,2.93,20,6,8,42,1.72,0.6,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
211,11.6,-0.42,E,249,1411,,24.8,11.28,A,0.5,0.55,2.97,20,6,8,42,1.7,0.59,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
212,13.6,-0.32,E,249,1411,,23.6,11.42,A,0.5,0.56,3.01,20,6,8,42,1.67,0.58,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
213,15.68,-0.39,E,249,1411,,26,11.59,A,0.5,0.56,3.05,20,6,8,42,1.65,0.58,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
214,15.1,-0.46,E,249,1411,,20.02,11.76,A,0.5,0.57,3.09,20,6,8,42,1.62,0.57,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
215,16.6,-1.3,E,249,1411,,24.7,11.94,A,0.5,0.57,3.04,20,6,8,42,1.6,0.56,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
216,14.2,-1.36,E,249,1411,,15.6,12.11,A,0.5,0.58,3,20,6,8,42,1.58,0.55,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
217,16,-1.29,E,249,1411,,25.9,12.27,A,0.5,0.58,2.95,20,6,8,42,1.56,0.54,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
218,14.7,-0.77,E,249,1411,,24.4,12.47,A,0.5,0.59,2.91,20,6,8,42,1.54,0.54,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
219,12.6,-0.97,E,249,1411,,28.3,12.64,A,0.5,0.59,2.86,20,6,8,42,1.52,0.53,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
220,10.1,-0.8,E,249,1411,,23.4,12.8,A,0.5,0.6,2.82,20,6,8,42,1.51,0.53,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
221,8,-1.28,E,249,1411,,28.7,12.99,A,0.5,0.6,2.77,20,6,8,42,1.49,0.52,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
222,5.9,-1.5,E,249,1411,,28,13.15,A,0.5,0.7,2.73,20,6,8,42,1.48,0.51,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
223,5.3,-1.36,E,249,1411,,26.1,13.31,A,0.5,0.79,2.68,20,6,8,42,1.47,0.51,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
224,4,-1.42,E,249,1411,,32.7,13.44,A,0.5,0.89,2.64,20,6,8,42,1.45,0.51,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
225,3.4,-1.6,E,249,1411,,27.5,13.57,A,0.5,0.98,2.59,20,6,8,42,1.44,0.5,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
226,4.7,-1.72,E,249,1411,,18.1,13.71,A,0.5,1.08,2.54,20,6,8,42,1.42,0.5,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
227,3.9,-1.57,E,249,1411,,22.2,13.84,A,0.5,1.17,2.5,20,6,8,42,1.41,0.49,3.43,10993,8.36,53,97.4,0,0.96,0,29,1,B
228,4.3,-1.28,E,249,1411,,23.7,14.02,A,0.5,1.27,2.45,20,6,8,42,1.4,0.49,3.55,10993,8.36,53,97.4,0,0.96,0,29,1,B
229,3.2,-0.77,E,249,1411,,15.1,14.21,A,0.5,1.36,2.41,20,6,8,42,1.38,0.48,3.96,10993,8.36,53,97.4,0,0.96,0,29,1,B
230,3.1,-0.86,E,249,1411,,16.4,14.38,A,0.5,1.46,2.36,20,6,8,42,1.35,0.47,4.47,10993,8.36,53,97.4,0,0.96,0,29,1,B
231,0,-0.71,E,249,1411,,16.1,14.55,A,0.5,1.55,2.32,20,6,8,42,1.33,0.46,5.09,10993,8.36,53,97.4,0,0.96,0,29,1,B
232,-1.2,1.25,A,263,1425,,1.5,10.16,A,0.5,0.5,2.5,20,6,8,56,1.89,1.04,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
233,-0.7,0.56,A,263,1425,,-4.9,10.22,A,0.5,0.5,2.54,20,6,8,56,1.88,1.03,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
234,0.7,0.42,B,263,1425,,20.8,10.3,A,0.5,0.51,2.58,20,6,8,56,1.87,1.02,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
235,3,0.42,B,263,1425,,27.2,10.38,A,0.5,0.51,2.62,20,6,8,56,1.86,1.02,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
236,5.17,0.7,E,263,1425,,24.73,10.47,A,0.5,0.52,2.66,20,6,8,56,1.84,1.01,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
237,4.6,0.68,E,263,1425,,23.4,10.54,A,0.5,0.52,2.7,20,6,8,56,1.83,1,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
238,5.2,0.48,E,263,1425,,23.8,10.62,A,0.5,0.53,2.74,20,6,8,56,1.81,0.99,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
239,8.2,0.57,E,263,1425,,22.5,10.69,A,0.5,0.53,2.78,20,6,8,56,1.8,0.99,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
240,7.5,0.31,E,263,1425,,31.2,10.77,A,0.5,0.54,2.81,20,6,8,56,1.79,0.98,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
241,8.6,0.56,E,263,1425,,26.2,10.91,A,0.5,0.54,2.85,20,6,8,56,1.77,0.97,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
242,9.9,0.49,E,263,1425,,24.3,11.04,A,0.5,0.55,2.89,20,6,8,56,1.75,0.96,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
243,12.92,0.74,E,263,1425,,15.28,11.14,A,0.5,0.55,2.93,20,6,8,56,1.72,0.94,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
244,12.8,1.34,E,263,1425,,24.8,11.28,A,0.5,0.55,2.97,20,6,8,56,1.7,0.93,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
245,13,1.34,E,263,1425,,23.6,11.42,A,0.5,0.56,3.01,20,6,8,56,1.67,0.91,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
246,14.3,1.33,E,263,1425,,26,11.59,A,0.5,0.56,3.05,20,6,8,56,1.65,0.9,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
247,17.08,1.57,E,263,1425,,20.02,11.76,A,0.5,0.57,3.09,20,6,8,56,1.62,0.89,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
248,16.9,0.59,E,263,1425,,24.7,11.94,A,0.5,0.57,3.04,20,6,8,56,1.6,0.88,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
249,18.5,0.49,E,263,1425,,15.6,12.11,A,0.5,0.58,3,20,6,8,56,1.58,0.86,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
250,15.8,0.66,E,263,1425,,25.9,12.27,A,0.5,0.58,2.95,20,6,8,56,1.56,0.85,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
251,17,1.29,E,263,1425,,24.4,12.47,A,0.5,0.59,2.91,20,6,8,56,1.54,0.84,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
252,15.7,1.07,E,263,1425,,28.3,12.64,A,0.5,0.59,2.86,20,6,8,56,1.52,0.83,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
253,14,1.19,E,263,1425,,23.4,12.8,A,0.5,0.6,2.82,20,6,8,56,1.51,0.82,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
254,10.8,0.68,E,263,1425,,28.7,12.99,A,0.5,0.6,2.77,20,6,8,56,1.49,0.82,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
255,8,0.54,E,263,1425,,28,13.15,A,0.5,0.7,2.73,20,6,8,56,1.48,0.81,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
256,5.1,0.52,E,263,1425,,26.1,13.31,A,0.5,0.79,2.68,20,6,8,56,1.47,0.8,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
257,4.3,0.48,E,263,1425,,32.7,13.44,A,0.5,0.89,2.64,20,6,8,56,1.45,0.8,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
258,3.7,0.14,E,263,1425,,27.5,13.57,A,0.5,0.98,2.59,20,6,8,56,1.44,0.79,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
259,2.5,-0.07,E,263,1425,,18.1,13.71,A,0.5,1.08,2.54,20,6,8,56,1.42,0.78,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
260,4.9,-0.28,E,263,1425,,22.2,13.84,A,0.5,1.17,2.5,20,6,8,56,1.41,0.77,2.19,10993,17.6,67,31,0,0.95,0,43,1,C
261,2.1,0.18,E,263,1425,,23.7,14.02,A,0.5,1.27,2.45,20,6,8,56,1.4,0.77,2.26,10993,17.6,67,31,0,0.95,0,43,1,C
262,3.1,0.65,E,263,1425,,15.1,14.21,A,0.5,1.36,2.41,20,6,8,56,1.38,0.75,2.53,10993,17.6,67,31,0,0.95,0,43,1,C
263,2.8,0.51,E,263,1425,,16.4,14.38,A,0.5,1.46,2.36,20,6,8,56,1.35,0.74,2.85,10993,17.6,67,31,0,0.95,0,43,1,C
264,2.9,0.6,E,263,1425,,16.1,14.55,A,0.5,1.55,2.32,20,6,8,56,1.33,0.73,3.25,10993,17.6,67,31,0,0.95,0,43,1,C
265,-0.7,0.65,A,291,1453,,1.5,10.16,A,0.5,0.5,2.5,20,6,8,84,1.89,1.38,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
266,0.7,-0.08,A,291,1453,,-4.9,10.22,A,0.5,0.5,2.54,20,6,8,84,1.88,1.37,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
267,2.5,-0.11,B,291,1453,,20.8,10.3,A,0.5,0.51,2.58,20,6,8,84,1.87,1.36,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
268,4.4,-0.08,B,291,1453,,27.2,10.38,A,0.5,0.51,2.62,20,6,8,84,1.86,1.35,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
269,6.47,0.02,E,291,1453,,24.73,10.47,A,0.5,0.52,2.66,20,6,8,84,1.84,1.34,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
270,7.4,0.09,E,291,1453,,23.4,10.54,A,0.5,0.52,2.7,20,6,8,84,1.83,1.33,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
271,7.4,-0.06,E,291,1453,,23.8,10.62,A,0.5,0.53,2.74,20,6,8,84,1.81,1.32,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
272,10.4,0.01,E,291,1453,,22.5,10.69,A,0.5,0.53,2.78,20,6,8,84,1.8,1.31,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
273,9.5,-0.46,E,291,1453,,31.2,10.77,A,0.5,0.54,2.81,20,6,8,84,1.79,1.3,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
274,12.1,-0.27,E,291,1453,,26.2,10.91,A,0.5,0.54,2.85,20,6,8,84,1.77,1.29,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
275,13.7,-0.37,E,291,1453,,24.3,11.04,A,0.5,0.55,2.89,20,6,8,84,1.75,1.27,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
276,16.72,-0.01,E,291,1453,,15.28,11.14,A,0.5,0.55,2.93,20,6,8,84,1.72,1.26,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
277,16.9,0.64,E,291,1453,,24.8,11.28,A,0.5,0.55,2.97,20,6,8,84,1.7,1.24,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
278,17.6,0.85,E,291,1453,,23.6,11.42,A,0.5,0.56,3.01,20,6,8,84,1.67,1.22,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
279,19.1,0.69,E,291,1453,,26,11.59,A,0.5,0.56,3.05,20,6,8,84,1.65,1.2,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
280,22.28,0.8,E,291,1453,,20.02,11.76,A,0.5,0.57,3.09,20,6,8,84,1.62,1.18,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
281,21.5,0.04,E,291,1453,,24.7,11.94,A,0.5,0.57,3.04,20,6,8,84,1.6,1.17,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
282,23.6,0.14,E,291,1453,,15.6,12.11,A,0.5,0.58,3,20,6,8,84,1.58,1.15,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
283,20.8,0.29,E,291,1453,,25.9,12.27,A,0.5,0.58,2.95,20,6,8,84,1.56,1.14,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
284,21.2,0.75,E,291,1453,,24.4,12.47,A,0.5,0.59,2.91,20,6,8,84,1.54,1.12,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
285,19.9,0.42,E,291,1453,,28.3,12.64,A,0.5,0.59,2.86,20,6,8,84,1.52,1.1,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
286,17.7,0.63,E,291,1453,,23.4,12.8,A,0.5,0.6,2.82,20,6,8,84,1.51,1.1,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
287,13.8,0.02,E,291,1453,,28.7,12.99,A,0.5,0.6,2.77,20,6,8,84,1.49,1.09,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
288,11.6,-0.13,E,291,1453,,28,13.15,A,0.5,0.7,2.73,20,6,8,84,1.48,1.08,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
289,8.3,-0.03,E,291,1453,,26.1,13.31,A,0.5,0.79,2.68,20,6,8,84,1.47,1.07,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
290,7.5,-0.06,E,291,1453,,32.7,13.44,A,0.5,0.89,2.64,20,6,8,84,1.45,1.06,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
291,5.1,-0.36,E,291,1453,,27.5,13.57,A,0.5,0.98,2.59,20,6,8,84,1.44,1.05,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
292,3.5,-0.7,E,291,1453,,18.1,13.71,A,0.5,1.08,2.54,20,6,8,84,1.42,1.04,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
293,5.4,-0.74,E,291,1453,,22.2,13.84,A,0.5,1.17,2.5,20,6,8,84,1.41,1.03,1.64,10993,36.98,95,23.5,0,1.04,0,71,1,D
294,4.3,-0.58,E,291,1453,,23.7,14.02,A,0.5,1.27,2.45,20,6,8,84,1.4,1.02,1.7,10993,36.98,95,23.5,0,1.04,0,71,1,D
295,4.9,-0.18,E,291,1453,,15.1,14.21,A,0.5,1.36,2.41,20,6,8,84,1.38,1,1.89,10993,36.98,95,23.5,0,1.04,0,71,1,D
296,4.1,-0.36,E,291,1453,,16.4,14.38,A,0.5,1.46,2.36,20,6,8,84,1.35,0.99,2.14,10993,36.98,95,23.5,0,1.04,0,71,1,D
297,3.7,-0.21,E,291,1453,,16.1,14.55,A,0.5,1.55,2.32,20,6,8,84,1.33,0.97,2.44,10993,36.98,95,23.5,0,1.04,0,71,1,D
298,-0.5,0.58,A,305,1467,,1.5,10.16,A,0.5,0.5,2.5,20,6,8,98,1.89,1.89,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
299,1.1,-0.15,A,305,1467,,-4.9,10.22,A,0.5,0.5,2.54,20,6,8,98,1.88,1.88,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
300,2.2,-0.26,B,305,1467,,20.8,10.3,A,0.5,0.51,2.58,20,6,8,98,1.87,1.87,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
301,5.2,-0.38,B,305,1467,,27.2,10.38,A,0.5,0.51,2.62,20,6,8,98,1.86,1.86,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
302,8.67,-0.34,E,305,1467,,24.73,10.47,A,0.5,0.52,2.66,20,6,8,98,1.84,1.84,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
303,8.2,-0.33,E,305,1467,,23.4,10.54,A,0.5,0.52,2.7,20,6,8,98,1.83,1.83,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
304,9.1,-0.69,E,305,1467,,23.8,10.62,A,0.5,0.53,2.74,20,6,8,98,1.81,1.81,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
305,12.4,-0.7,E,305,1467,,22.5,10.69,A,0.5,0.53,2.78,20,6,8,98,1.8,1.8,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
306,11.8,-1.04,E,305,1467,,31.2,10.77,A,0.5,0.54,2.81,20,6,8,98,1.79,1.79,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
307,13.2,-0.78,E,305,1467,,26.2,10.91,A,0.5,0.54,2.85,20,6,8,98,1.77,1.77,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
308,14.7,-0.84,E,305,1467,,24.3,11.04,A,0.5,0.55,2.89,20,6,8,98,1.75,1.75,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
309,17.62,-0.51,E,305,1467,,15.28,11.14,A,0.5,0.55,2.93,20,6,8,98,1.72,1.72,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
310,18.5,0,E,305,1467,,24.8,11.28,A,0.5,0.55,2.97,20,6,8,98,1.7,1.7,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
311,19.1,0.34,E,305,1467,,23.6,11.42,A,0.5,0.56,3.01,20,6,8,98,1.67,1.67,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
312,21.1,0.16,E,305,1467,,26,11.59,A,0.5,0.56,3.05,20,6,8,98,1.65,1.65,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
313,23.48,0.32,E,305,1467,,20.02,11.76,A,0.5,0.57,3.09,20,6,8,98,1.62,1.62,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
314,23.7,-0.31,E,305,1467,,24.7,11.94,A,0.5,0.57,3.04,20,6,8,98,1.6,1.6,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
315,26.5,-0.06,E,305,1467,,15.6,12.11,A,0.5,0.58,3,20,6,8,98,1.58,1.58,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
316,21.9,0.09,E,305,1467,,25.9,12.27,A,0.5,0.58,2.95,20,6,8,98,1.56,1.56,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
317,23.9,0.54,E,305,1467,,24.4,12.47,A,0.5,0.59,2.91,20,6,8,98,1.54,1.54,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
318,22.3,0.23,E,305,1467,,28.3,12.64,A,0.5,0.59,2.86,20,6,8,98,1.52,1.52,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
319,19.4,0.56,E,305,1467,,23.4,12.8,A,0.5,0.6,2.82,20,6,8,98,1.51,1.51,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
320,16.5,-0.03,E,305,1467,,28.7,12.99,A,0.5,0.6,2.77,20,6,8,98,1.49,1.49,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
321,13.2,-0.14,E,305,1467,,28,13.15,A,0.5,0.7,2.73,20,6,8,98,1.48,1.48,1.2,10993,40.88,109,1.5,0,1.08,0,85,1,E
